County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,State,FoundryCounty,MexicanBorderCounty
5023,42905,25711,20160,25529,47.1,49.9%,98.4%,16.4%,15.5%,1.4%,0.7%,18.2%,4.8%,3.0%,0.012,583,0.505153436,Greater Appalachia,553.690481,Noncore (nonmetropolitan),5,FALSE,FALSE
5025,43158,8510,6236,8419,42.4,49.8%,88.5%,15.1%,11.0%,1.6%,1.1%,22.2%,3.8%,3.3%,0.012,499,0.501645123,Deep South,597.7836538,Small metro,5,FALSE,FALSE
5027,36619,24327,17548,23654,36,47.6%,60.6%,16.5%,12.6%,3.2%,2.8%,18.4%,4.9%,5.2%,0.018,523,0.534180129,Deep South,766.0674674,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5029,37732,21110,15765,20776,40.7,49.0%,87.0%,15.2%,12.3%,2.1%,1.6%,19.7%,4.8%,4.4%,0.017,565,0.492041686,Greater Appalachia,552.2567324,Noncore (nonmetropolitan),5,FALSE,FALSE
5031,42475,101409,72965,98660,33.5,48.7%,82.9%,20.0%,14.9%,3.7%,2.7%,15.6%,2.8%,4.0%,0.012,724,0.534410161,Deep South,707.2800025,Small metro,5,FALSE,FALSE
5033,41268,61748,44789,60042,38.8,49.0%,94.3%,14.7%,14.5%,4.2%,2.8%,18.0%,3.3%,3.3%,0.012,657,0.504826067,Greater Appalachia,591.1774142,Medium metro,5,FALSE,FALSE
5035,38004,49765,34546,49195,34.6,47.2%,47.2%,14.1%,14.1%,1.7%,1.1%,16.6%,4.1%,7.0%,0.021,736,0.499467497,Deep South,610.3297361,Large fringe metro,5,FALSE,FALSE
5037,38103,17467,12796,17440,40.1,48.0%,75.8%,12.0%,13.5%,0.6%,0.2%,21.1%,3.8%,4.8%,0.016,642,0.694452396,Deep South,616.3805863,Noncore (nonmetropolitan),5,FALSE,FALSE
5039,34084,7868,5837,7782,43.4,49.3%,55.8%,12.4%,13.3%,2.7%,1.1%,23.0%,3.9%,5.3%,0.017,474,0.601804779,Deep South,667.3862757,Noncore (nonmetropolitan),5,FALSE,FALSE
5041,27197,12379,8935,12067,39.4,46.4%,50.8%,10.6%,15.8%,2.7%,2.5%,20.6%,4.3%,6.3%,0.022,500,0.68866629,Deep South,768.1453349,Noncore (nonmetropolitan),5,FALSE,FALSE
5043,32819,18740,13658,18571,37.5,49.2%,68.9%,16.2%,15.2%,1.6%,0.9%,20.3%,4.8%,3.9%,0.013,566,0.708858058,Deep South,828.3538619,Noncore (nonmetropolitan),5,FALSE,FALSE
5045,51223,119343,85725,117062,31.6,49.0%,85.9%,21.7%,12.3%,2.9%,1.9%,12.1%,3.2%,2.3%,0.007,798,0.451941044,Greater Appalachia,647.9123786,Medium metro,5,FALSE,FALSE
5047,39285,17866,13160,17854,40.4,49.2%,96.6%,13.9%,12.4%,1.2%,0.1%,18.1%,3.4%,3.1%,0.011,556,0.424157618,Greater Appalachia,608.8579687,Noncore (nonmetropolitan),5,FALSE,FALSE
5049,37066,12224,9507,12144,48,49.5%,98.0%,12.2%,13.1%,1.5%,0.7%,24.3%,3.5%,3.8%,0.019,550,0.441508508,Greater Appalachia,618.1933691,Noncore (nonmetropolitan),5,FALSE,FALSE
5051,38733,96954,74622,95420,44.1,48.4%,87.2%,20.7%,16.2%,3.1%,1.6%,19.1%,4.0%,4.0%,0.014,681,0.526610558,Greater Appalachia,677.8142274,Small metro,5,FALSE,FALSE
5053,46171,18054,13383,17862,39.6,49.2%,94.9%,16.3%,10.7%,1.4%,1.1%,17.6%,3.1%,2.2%,0.008,610,0.474243935,Deep South,631.8112293,Medium metro,5,FALSE,FALSE
5055,41286,43382,31675,43058,38.3,49.5%,97.8%,13.7%,13.5%,0.9%,0.7%,19.9%,4.0%,4.1%,0.015,650,0.53429994,Greater Appalachia,577.6882951,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5057,32122,22336,15843,21025,39.1,48.3%,68.0%,12.4%,17.3%,6.5%,5.9%,20.4%,3.5%,4.5%,0.015,536,0.514684814,Deep South,727.5202649,Noncore (nonmetropolitan),5,FALSE,FALSE
5059,40000,33316,25454,33114,40.9,51.3%,87.4%,15.4%,13.4%,1.0%,0.6%,23.0%,3.4%,3.6%,0.012,575,0.476797935,Greater Appalachia,615.2072473,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5061,34229,13555,9678,12910,38.6,48.7%,68.1%,13.9%,18.1%,5.7%,4.8%,17.4%,3.0%,3.9%,0.015,532,0.600147547,Greater Appalachia,588.5664991,Noncore (nonmetropolitan),5,FALSE,FALSE
5063,36265,36952,27106,36303,38.7,48.9%,95.9%,14.8%,14.3%,3.6%,1.8%,19.0%,4.2%,3.4%,0.013,596,0.574772678,Greater Appalachia,763.9536886,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5065,32630,13480,10693,13269,48.1,51.9%,97.7%,15.8%,14.8%,2.2%,1.6%,21.8%,4.2%,4.3%,0.018,483,0.500593472,Greater Appalachia,580.5759543,Noncore (nonmetropolitan),5,FALSE,FALSE
5067,31261,17597,13700,17548,41,49.7%,81.3%,10.2%,12.0%,0.5%,0.3%,17.7%,5.3%,4.4%,0.019,505,0.576802864,Greater Appalachia,633.9368013,Noncore (nonmetropolitan),5,FALSE,FALSE
5069,36747,73548,54230,72816,38.5,49.2%,42.6%,15.0%,11.2%,1.6%,1.0%,17.4%,4.9%,6.1%,0.018,648,0.629480067,Deep South,870.7455045,Small metro,5,FALSE,FALSE
5071,34139,25930,18761,24325,38.1,49.5%,94.0%,13.6%,13.8%,7.6%,6.2%,16.6%,3.9%,3.7%,0.016,558,0.469803317,Greater Appalachia,659.8900054,Noncore (nonmetropolitan),5,FALSE,FALSE
5073,31194,7270,5543,7257,45,48.6%,61.5%,12.8%,16.8%,0.7%,0.2%,22.7%,5.3%,6.1%,0.022,465,0.463136176,Deep South,528.2951359,Noncore (nonmetropolitan),5,FALSE,FALSE
5075,32379,17029,12660,16930,41.1,48.8%,98.7%,13.3%,16.0%,0.7%,0.6%,19.2%,3.5%,5.5%,0.024,469,0.540372306,Greater Appalachia,587.617333,Noncore (nonmetropolitan),5,FALSE,FALSE
5077,28393,9966,7832,9942,40.6,55.8%,42.9%,8.7%,13.7%,0.9%,0.2%,21.7%,4.1%,7.6%,0.027,472,0.373168774,Deep South,602.6212038,Noncore (nonmetropolitan),5,FALSE,FALSE
5079,32580,14062,11192,13925,37.5,61.1%,66.8%,9.2%,10.8%,1.2%,1.0%,14.9%,4.3%,3.8%,0.014,484,0.365879676,Deep South,561.5617824,Small metro,5,FALSE,FALSE
5081,36205,12720,9604,12651,41.7,50.2%,75.5%,11.6%,14.8%,1.1%,0.5%,19.8%,4.5%,3.4%,0.012,455,0.616194969,Deep South,532.2563807,Small metro,5,FALSE,FALSE
5083,35325,22001,16416,21771,42.8,50.1%,94.8%,12.5%,13.1%,1.8%,1.0%,20.2%,4.0%,4.0%,0.016,508,0.809372301,Greater Appalachia,708.1195519,Noncore (nonmetropolitan),5,FALSE,FALSE
5085,53631,70691,50112,70026,35.5,49.3%,91.1%,17.6%,10.6%,2.0%,0.9%,14.7%,3.0%,2.7%,0.009,830,0.432968836,Greater Appalachia,770.9298732,Medium metro,5,FALSE,FALSE
5087,37691,15702,11604,15402,41.8,50.1%,97.7%,10.0%,16.5%,3.3%,1.9%,18.3%,2.7%,2.8%,0.011,512,0.374092472,Greater Appalachia,834.2531589,Medium metro,5,FALSE,FALSE
5089,34195,16458,13304,16367,51.3,49.7%,98.1%,14.4%,14.2%,1.4%,0.6%,24.6%,3.6%,3.3%,0.014,539,0.386012881,Greater Appalachia,597.0086765,Noncore (nonmetropolitan),5,FALSE,FALSE
5091,40317,43652,32180,43489,37.8,49.3%,73.0%,13.5%,16.6%,0.8%,0.4%,17.4%,3.9%,4.9%,0.015,634,0.601415743,Deep South,625.5875614,Small metro,5,FALSE,FALSE
5093,34612,44864,31588,44278,35.6,48.6%,63.0%,13.1%,15.5%,1.8%,1.3%,20.9%,5.5%,7.2%,0.022,626,0.694209165,Deep South,900.5755901,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5095,27647,7713,5888,7663,45.2,47.2%,57.3%,10.2%,15.4%,1.3%,0.6%,24.3%,4.2%,7.2%,0.029,445,0.734863218,Deep South,607.1305125,Noncore (nonmetropolitan),5,FALSE,FALSE
5097,33037,9197,7237,9120,48.5,49.4%,96.6%,14.0%,17.2%,2.3%,0.8%,30.8%,4.3%,3.5%,0.014,448,0.452647602,Greater Appalachia,779.8806961,Noncore (nonmetropolitan),5,FALSE,FALSE
5099,30691,8793,6436,8735,41.8,49.7%,67.6%,13.1%,16.5%,1.6%,0.7%,22.1%,3.1%,5.5%,0.02,502,0.46002502,Deep South,617.8366489,Noncore (nonmetropolitan),5,FALSE,FALSE
5101,34536,8052,6248,8021,47.7,50.1%,98.1%,14.1%,14.2%,1.0%,0.4%,23.2%,3.3%,4.7%,0.023,365,0.278688525,Greater Appalachia,820.9057802,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5103,31293,25044,18811,24909,42.7,47.1%,59.2%,16.4%,11.2%,0.8%,0.5%,20.6%,4.4%,5.7%,0.02,488,0.956835969,Deep South,732.7833555,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5105,42346,10300,7746,10245,43.1,49.8%,95.7%,12.8%,9.8%,0.8%,0.5%,21.3%,4.1%,3.7%,0.014,483,0.363495146,Greater Appalachia,551.5623593,Medium metro,5,FALSE,FALSE
5107,26844,20391,14269,20316,37.8,46.7%,38.0%,12.4%,17.7%,0.8%,0.4%,23.8%,5.0%,9.4%,0.032,552,0.541366289,Deep South,695.6246992,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5109,33097,11087,8247,10691,41.4,48.9%,91.1%,15.2%,16.6%,4.2%,3.6%,26.7%,3.9%,3.4%,0.013,500,0.595381979,Greater Appalachia,600.6190741,Noncore (nonmetropolitan),5,FALSE,FALSE
5111,33070,24210,17878,24030,40.2,48.8%,90.7%,9.3%,16.3%,0.9%,0.7%,22.3%,3.6%,6.3%,0.024,498,0.680793061,Deep South,758.3609818,Small metro,5,FALSE,FALSE
5113,33702,20364,15161,19928,43.1,48.8%,96.1%,14.1%,17.1%,3.2%,2.1%,24.5%,4.4%,3.4%,0.014,492,0.545030446,Greater Appalachia,857.6843939,Noncore (nonmetropolitan),5,FALSE,FALSE
5115,39810,62830,45534,60733,35.2,49.5%,93.7%,16.3%,13.9%,4.3%,3.3%,15.9%,3.8%,3.2%,0.012,635,0.456406175,Greater Appalachia,812.5547905,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5117,35833,8402,6499,8401,45.4,49.2%,86.8%,11.6%,13.0%,0.3%,0.0%,23.2%,3.3%,4.0%,0.018,465,0.519162104,Greater Appalachia,647.9150647,Noncore (nonmetropolitan),5,FALSE,FALSE
5119,46140,390463,288997,377057,36.4,48.0%,60.6%,26.2%,13.2%,5.2%,3.4%,13.5%,3.2%,4.3%,0.012,837,0.569749246,Greater Appalachia,758.5725813,Medium metro,5,FALSE,FALSE
5121,34044,17695,13282,17628,42.9,49.0%,98.2%,14.9%,14.7%,0.6%,0.4%,20.6%,4.0%,3.8%,0.015,462,0.597739474,Greater Appalachia,652.2379521,Noncore (nonmetropolitan),5,FALSE,FALSE
5123,32105,27345,20448,27011,37.5,54.8%,45.1%,11.6%,13.9%,1.7%,1.2%,17.8%,4.4%,7.4%,0.023,569,0.537100018,Deep South,634.7949477,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5125,55817,113833,84371,112505,38.7,49.1%,92.2%,20.9%,10.6%,2.5%,1.2%,17.4%,2.8%,2.4%,0.007,842,0.38201576,Deep South,723.5670383,Medium metro,5,FALSE,FALSE
5127,37321,10870,7936,10612,41.3,51.1%,91.7%,10.8%,13.8%,4.8%,2.4%,18.7%,3.2%,4.0%,0.015,477,0.590340386,Greater Appalachia,892.3003903,Noncore (nonmetropolitan),5,FALSE,FALSE
5129,33083,7965,6218,7924,47,50.0%,97.3%,16.1%,16.1%,0.8%,0.5%,23.1%,4.0%,5.8%,0.029,385,0.470056497,Greater Appalachia,666.0945593,Noncore (nonmetropolitan),5,FALSE,FALSE
5131,38575,127273,92556,119609,36.9,49.0%,85.3%,17.8%,15.7%,9.8%,6.0%,17.7%,3.2%,3.4%,0.012,677,0.678651403,Greater Appalachia,531.8953103,Medium metro,5,FALSE,FALSE
5133,36579,17268,11779,14771,34.9,49.6%,67.9%,8.3%,20.0%,17.0%,14.5%,13.4%,4.4%,2.7%,0.01,515,0.531271716,Greater Appalachia,565.1269382,Noncore (nonmetropolitan),5,FALSE,FALSE
5135,30691,17055,13076,16992,47.2,48.7%,97.8%,12.6%,15.7%,0.6%,0.4%,21.3%,4.6%,5.2%,0.022,542,0.678979771,Greater Appalachia,604.4389229,Noncore (nonmetropolitan),5,FALSE,FALSE
5137,29264,12512,9669,12499,48.5,50.7%,99.3%,15.9%,14.1%,0.3%,0.1%,24.2%,4.5%,4.6%,0.021,479,0.47754156,Greater Appalachia,606.4041057,Noncore (nonmetropolitan),5,FALSE,FALSE
5139,38678,40633,29977,40020,39.7,48.3%,65.8%,16.7%,14.3%,2.1%,1.5%,20.1%,4.7%,4.6%,0.016,551,0.853345803,Deep South,1039.215242,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5141,32312,17002,13246,16797,47.1,49.4%,97.3%,13.1%,17.9%,2.2%,1.2%,21.8%,5.5%,3.6%,0.015,546,0.415068815,Greater Appalachia,709.7591054,Noncore (nonmetropolitan),5,FALSE,FALSE
5143,43524,216432,152361,196712,31.2,50.0%,81.3%,21.1%,15.3%,11.4%,9.1%,10.2%,2.4%,2.1%,0.006,773,0.532495195,Greater Appalachia,942.0156564,Medium metro,5,FALSE,FALSE
5145,42554,78660,57106,77367,36.2,49.2%,93.4%,17.0%,14.3%,2.4%,1.6%,16.5%,4.2%,3.4%,0.013,644,0.572552759,Greater Appalachia,1035.09748,Micropolitan (nonmetropolitan),5,FALSE,FALSE
5147,28993,6983,5262,6949,43.9,48.4%,71.8%,10.7%,17.7%,0.6%,0.5%,24.6%,4.7%,6.0%,0.028,452,0.47501074,Deep South,586.7684163,Noncore (nonmetropolitan),5,FALSE,FALSE
5149,37804,21835,15866,19936,39.1,49.5%,82.9%,10.5%,14.7%,11.0%,8.7%,21.6%,3.7%,3.7%,0.015,550,0.517700939,Greater Appalachia,930.2166625,Micropolitan (nonmetropolitan),5,FALSE,FALSE
6001,75619,1584983,1201488,1351748,37.1,49.0%,49.5%,34.2%,10.0%,31.2%,14.7%,9.4%,4.3%,3.3%,0.011,1614,0.321500609,Left Coast,739.0932737,Large central metro,6,FALSE,FALSE
6003,52917,1131,850,1116,43.6,57.8%,75.5%,23.4%,19.4%,3.4%,1.3%,22.2%,7.1%,3.4%,0.02,1033,0.044208665,Far West,738.3403142,Noncore (nonmetropolitan),6,FALSE,FALSE
6005,54171,36995,30417,36326,50,54.1%,89.5%,23.6%,7.3%,4.5%,1.8%,16.0%,5.5%,1.9%,0.009,1059,0.251574537,Far West,594.5716784,Noncore (nonmetropolitan),6,FALSE,FALSE
6007,43444,222564,169271,214623,36.8,49.5%,89.3%,23.0%,13.1%,7.6%,3.6%,16.9%,6.0%,5.1%,0.021,942,0.336896353,Far West,1636.464403,Small metro,6,FALSE,FALSE
6009,53233,44767,35696,43583,50.7,49.5%,95.9%,23.3%,10.0%,5.1%,2.6%,19.1%,5.5%,2.4%,0.01,1182,0.702034981,Far West,1020.012728,Noncore (nonmetropolitan),6,FALSE,FALSE
6011,52168,21396,14771,18103,34,52.0%,88.1%,15.5%,17.6%,24.3%,15.4%,12.5%,10.6%,2.7%,0.016,944,0.532763133,Far West,1150.728356,Noncore (nonmetropolitan),6,FALSE,FALSE
6013,80185,1096068,808877,971287,38.8,48.8%,65.4%,32.4%,9.7%,23.9%,11.4%,10.8%,4.4%,2.4%,0.008,1700,0.36822168,Left Coast,722.7565296,Large fringe metro,6,FALSE,FALSE
6015,40847,27788,21328,27313,38.8,55.5%,84.5%,16.4%,10.0%,4.4%,1.7%,19.4%,6.9%,7.1%,0.029,788,0.214553044,Left Coast,1006.22092,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6017,69584,182093,139026,174018,44.9,50.0%,90.0%,30.0%,8.8%,9.4%,4.4%,12.4%,5.0%,1.7%,0.007,1446,0.285656231,Far West,1707.864778,Large fringe metro,6,FALSE,FALSE
6019,45233,956749,650139,829060,31.4,49.9%,62.8%,16.3%,16.2%,21.2%,13.3%,12.2%,9.1%,4.5%,0.018,992,0.502823625,Far West,5958.783062,Medium metro,6,FALSE,FALSE
6021,39349,28029,19679,24650,37.2,50.5%,87.4%,13.5%,17.8%,17.8%,12.1%,17.0%,6.7%,4.1%,0.02,795,0.39694602,Far West,1313.945947,Noncore (nonmetropolitan),6,FALSE,FALSE
6023,42197,135034,103782,130776,37.4,50.0%,86.8%,24.7%,16.6%,5.7%,3.2%,16.6%,4.7%,4.8%,0.021,929,0.2144571,Left Coast,3567.967183,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6025,41079,178206,121878,148669,32.2,51.2%,75.0%,12.4%,16.7%,31.5%,16.6%,13.1%,24.2%,5.8%,0.036,874,0.378056856,El Norte,4176.579657,Small metro,6,FALSE,TRUE
6027,45955,18373,14175,17332,45.7,50.1%,84.6%,22.9%,11.1%,9.8%,5.7%,12.6%,4.8%,2.4%,0.013,837,0.433951995,Far West,10180.93802,Noncore (nonmetropolitan),6,FALSE,FALSE
6029,49026,865736,584134,750831,31.1,51.3%,77.4%,13.4%,15.4%,19.7%,13.3%,10.8%,9.1%,3.9%,0.016,988,0.465710101,Far West,8131.925224,Medium metro,6,FALSE,FALSE
6031,46481,150998,105154,134570,31.4,55.6%,72.0%,13.0%,13.0%,16.6%,10.9%,9.8%,9.0%,3.0%,0.014,978,0.561563729,Far West,1389.420839,Small metro,6,FALSE,FALSE
6033,35578,64158,49596,61073,45.5,50.1%,82.0%,19.9%,16.5%,8.8%,4.8%,21.0%,6.4%,6.0%,0.026,877,0.257193179,Far West,1256.487733,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6035,51555,32645,27016,32405,37,66.8%,77.4%,16.4%,6.9%,2.0%,0.7%,12.2%,5.4%,3.0%,0.013,926,0.249777914,Far West,4541.180315,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6037,56196,10038388,7430816,8267906,35.6,49.3%,56.4%,24.6%,18.3%,34.6%,17.6%,9.6%,5.1%,4.2%,0.015,1409,0.519417062,El Norte,4058.185053,Large central metro,6,FALSE,FALSE
6039,45073,153187,106110,129108,33.5,48.2%,84.3%,13.5%,16.4%,20.9%,15.7%,12.3%,8.4%,3.1%,0.015,1003,0.521930712,Far West,2137.113388,Small metro,6,FALSE,FALSE
6041,93257,258349,200094,233096,45.4,48.9%,83.2%,45.6%,7.3%,18.0%,9.8%,8.9%,3.3%,1.4%,0.006,2000,0.425037449,Left Coast,520.4893772,Large fringe metro,6,FALSE,FALSE
6043,47681,17789,14427,17144,50.6,50.2%,91.2%,23.5%,9.0%,6.4%,3.6%,17.6%,5.6%,2.7%,0.014,864,0.434425769,Far West,1448.817642,Noncore (nonmetropolitan),6,FALSE,FALSE
6045,42980,87544,66399,80274,42.2,50.1%,86.7%,22.0%,14.5%,12.7%,8.3%,16.7%,4.8%,3.9%,0.019,975,0.32825779,Left Coast,3506.356536,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6047,42462,263885,174266,222147,30.4,50.5%,64.7%,11.9%,15.7%,25.3%,15.8%,15.5%,8.5%,4.3%,0.018,951,0.528082309,Far West,1935.211707,Medium metro,6,FALSE,FALSE
6049,37860,9184,7079,8744,47.8,50.8%,92.1%,22.5%,15.0%,5.7%,4.8%,20.5%,7.1%,4.7%,0.021,618,0.159516551,Far West,3915.444863,Noncore (nonmetropolitan),6,FALSE,FALSE
6051,56944,14146,11043,12122,38.5,51.7%,87.5%,27.6%,23.6%,16.7%,14.3%,8.5%,6.3%,0.7%,0.004,1136,0.964583628,Far West,3048.986784,Noncore (nonmetropolitan),6,FALSE,FALSE
6053,58783,428441,302085,337609,33.5,51.2%,76.4%,19.4%,17.9%,29.5%,21.2%,8.6%,5.4%,2.1%,0.01,1350,0.478632997,Left Coast,3280.58241,Medium metro,6,FALSE,FALSE
6055,71379,140295,105588,120886,40.3,49.8%,77.3%,28.6%,11.6%,22.9%,13.8%,10.6%,3.8%,1.7%,0.007,1568,0.508806444,Left Coast,748.3300609,Small metro,6,FALSE,FALSE
6057,56521,98570,78605,95568,49,49.4%,95.1%,33.3%,12.9%,6.2%,3.0%,14.1%,4.6%,2.0%,0.009,1328,0.315035001,Far West,957.767394,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6059,76509,3116069,2305482,2652128,37.1,49.4%,66.4%,30.4%,14.3%,30.4%,14.9%,8.3%,4.1%,2.4%,0.009,1735,0.44209066,El Norte,790.6222782,Large central metro,6,FALSE,FALSE
6061,73948,366280,272360,350034,41,48.8%,88.0%,32.9%,8.9%,10.5%,4.4%,10.8%,4.5%,1.5%,0.006,1561,0.365062247,Far West,1407.084858,Large fringe metro,6,FALSE,FALSE
6063,47333,18966,15347,18430,51.3,50.7%,93.4%,25.6%,12.3%,4.3%,2.8%,21.5%,6.9%,3.6%,0.017,898,0.236897606,Far West,2553.0623,Noncore (nonmetropolitan),6,FALSE,FALSE
6065,56603,2298032,1613096,2025448,34.5,49.8%,68.1%,17.9%,16.7%,21.9%,11.9%,10.9%,6.3%,2.7%,0.012,1334,0.423407507,El Norte,7206.290522,Large central metro,6,FALSE,FALSE
6067,55987,1465832,1068653,1333858,35.5,48.9%,64.8%,25.3%,12.0%,20.3%,9.0%,12.6%,5.4%,4.6%,0.015,1206,0.358830343,Far West,964.9401903,Large central metro,6,FALSE,FALSE
6069,71077,57557,40148,50371,35,50.0%,88.0%,17.4%,12.9%,20.3%,12.5%,8.5%,5.8%,1.6%,0.008,1640,0.620080963,Left Coast,1388.714984,Large fringe metro,6,FALSE,FALSE
6071,53433,2094769,1450148,1861137,32.5,49.7%,65.6%,16.5%,16.1%,21.0%,11.2%,10.6%,5.8%,3.5%,0.014,1233,0.388493433,Far West,20057.28151,Large fringe metro,6,FALSE,FALSE
6073,64309,3223096,2402690,2841124,35.1,50.2%,74.9%,29.5%,13.7%,23.2%,11.9%,9.4%,4.7%,2.6%,0.01,1534,0.421761251,El Norte,4206.640865,Large central metro,6,FALSE,TRUE
6075,81294,840763,713689,725905,38.5,50.9%,52.6%,46.6%,8.5%,35.0%,13.7%,10.4%,3.4%,5.3%,0.02,1740,0.338157126,Left Coast,46.89430297,Large central metro,6,FALSE,FALSE
6077,53274,708554,488133,620718,33.5,49.7%,63.9%,17.0%,13.8%,23.2%,12.4%,11.7%,7.6%,4.2%,0.015,1190,0.426596985,Far West,1392.39118,Medium metro,6,FALSE,FALSE
6079,60691,276517,212583,260315,39.3,51.0%,88.1%,28.1%,11.6%,10.3%,5.9%,10.8%,4.1%,1.7%,0.009,1360,0.526079771,El Norte,3300.648491,Medium metro,6,FALSE,FALSE
6081,93623,748731,571862,634502,39.5,49.2%,59.0%,37.6%,8.7%,34.4%,15.3%,8.1%,3.1%,1.5%,0.006,1990,0.442532765,Left Coast,448.5190329,Large fringe metro,6,FALSE,FALSE
6083,63985,435850,316850,370863,33.6,50.1%,77.8%,24.7%,15.5%,22.7%,14.9%,9.5%,4.6%,2.1%,0.01,1479,0.462982678,El Norte,2735.147925,Medium metro,6,FALSE,FALSE
6085,96310,1868149,1387701,1538938,36.8,50.3%,52.1%,37.4%,9.1%,37.6%,17.6%,7.7%,3.8%,2.5%,0.008,1938,0.415399414,Left Coast,1291.206709,Large central metro,6,FALSE,FALSE
6087,67256,269278,201499,238070,37,49.7%,84.6%,30.6%,11.8%,18.3%,11.6%,9.2%,5.3%,2.2%,0.011,1606,0.302000163,Left Coast,445.1631754,Medium metro,6,FALSE,FALSE
6089,44620,178942,135807,174651,42.2,49.1%,90.9%,21.8%,13.5%,4.9%,2.4%,18.0%,6.4%,5.6%,0.024,968,0.267416258,Far West,3775.376198,Small metro,6,FALSE,FALSE
6091,42833,3021,2485,2956,54.5,49.8%,98.1%,26.1%,12.1%,3.7%,2.2%,17.9%,6.4%,3.0%,0.016,773,0.161866931,Far West,953.16831,Noncore (nonmetropolitan),6,FALSE,FALSE
6093,37170,43895,34066,42694,47.8,49.7%,91.8%,23.8%,12.3%,4.8%,2.7%,20.0%,6.9%,6.0%,0.029,784,0.292812393,Far West,6278.783598,Noncore (nonmetropolitan),6,FALSE,FALSE
6095,66828,425753,315825,388091,37.3,49.8%,59.4%,23.2%,10.3%,19.8%,8.8%,11.3%,5.3%,3.0%,0.011,1466,0.364781928,Left Coast,821.7721703,Medium metro,6,FALSE,FALSE
6097,64240,495078,378386,447370,40.8,49.0%,81.5%,29.5%,11.5%,16.5%,9.6%,11.6%,3.9%,1.9%,0.008,1475,0.343364076,Left Coast,1575.851859,Medium metro,6,FALSE,FALSE
6099,50125,527367,366454,464066,33.5,49.5%,78.9%,14.9%,14.2%,20.6%,12.0%,13.3%,7.8%,4.2%,0.016,1103,0.383736563,Far West,1496.007932,Medium metro,6,FALSE,FALSE
6101,52017,95247,67488,84242,35.4,49.7%,74.6%,18.0%,15.0%,22.3%,11.6%,13.5%,8.4%,4.3%,0.02,1045,0.312681764,Far West,602.4182098,Small metro,6,FALSE,FALSE
6103,41001,63152,46395,60428,40.5,49.9%,90.2%,15.2%,13.1%,8.3%,4.3%,19.4%,6.2%,5.1%,0.023,831,0.297266912,Far West,2949.712542,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6105,34974,13373,10785,12880,50.3,51.4%,89.5%,22.8%,18.1%,5.4%,3.7%,23.5%,5.7%,5.2%,0.024,711,0.135197787,Far West,3179.267572,Noncore (nonmetropolitan),6,FALSE,FALSE
6107,42031,454033,295945,382756,30.3,50.1%,83.8%,12.0%,17.5%,22.4%,15.7%,11.5%,10.8%,4.2%,0.02,930,0.396748694,Far West,4824.352767,Medium metro,6,FALSE,FALSE
6109,50306,54079,43772,53168,48.6,52.2%,91.4%,22.4%,9.6%,3.9%,1.7%,18.3%,5.8%,3.1%,0.014,975,0.460566948,Far West,2220.930695,Micropolitan (nonmetropolitan),6,FALSE,FALSE
6111,77348,840833,611044,736601,37.1,49.5%,82.6%,26.5%,13.6%,22.7%,12.4%,10.2%,5.3%,2.0%,0.009,1752,0.438829114,El Norte,1843.016374,Medium metro,6,FALSE,FALSE
6113,54989,207320,150748,182295,30.9,48.7%,70.8%,26.6%,10.8%,22.0%,12.1%,10.0%,5.4%,2.7%,0.01,1252,0.351939031,Left Coast,1014.77557,Large fringe metro,6,FALSE,FALSE
6115,46892,73437,50796,68703,32.1,50.8%,76.6%,15.1%,13.8%,11.6%,6.4%,16.8%,7.8%,5.6%,0.022,997,0.321431976,Far West,632.0380945,Small metro,6,FALSE,FALSE
8001,58946,471206,328652,422183,33,50.3%,86.0%,19.3%,17.1%,15.0%,10.4%,10.5%,3.3%,1.5%,0.004,1191,0.275147176,Far West,1167.291662,Large fringe metro,8,FALSE,FALSE
8003,32395,16269,11263,15338,30.1,49.0%,89.4%,17.7%,12.1%,7.0%,5.7%,16.1%,3.6%,3.7%,0.015,673,0.703485156,El Norte,722.5770133,Noncore (nonmetropolitan),8,FALSE,FALSE
